Pokemon_1 ,Type_1,Hp_1,Attack_1,Defense_1,Speed_1,Total_Points_1,Pokemon_2 ,Type_2,Hp_2,Attack_2,Defense_2,Speed_2,Total_Points_2,Winner
Salandit,Poison,48,44,40,77,209,Klink,Steel,40,55,70,30,195,1
Salazzle,Poison,68,64,60,117,309,Klinklang,Steel,60,100,115,90,365,2
Stufful,Normal,70,75,50,50,245,Lairon,Steel,60,90,140,40,311.25,2
Bewear,Normal,120,125,80,60,385,Magearna,Steel,80,95,115,65,292.5,1
Bounsweet,Grass,42,30,38,32,142,Mawile,Steel,50,85,85,50,255,2
Steenee,Grass,52,40,48,62,202,Mega Aggron,Steel,70,140,230,50,470,2
Tsareena,Grass,72,120,98,72,362,Mega Mawile,Steel,50,105,125,50,270,1
Comfey,Fairy,51,52,90,100,293,Mega Metagross,Steel,80,145,150,110,459,2
Oranguru,Normal,90,60,80,60,290,Mega Steelix,Steel,75,125,230,30,430,2
Passimian,Fighting,100,120,90,80,390,Melmetal,Steel,135,143,143,34,395,2
Wimpod,Bug,25,35,40,80,180,Meltan,Steel,46,65,65,34,192.5,2
Golisopod,Bug,75,125,140,40,380,Metagross,Steel,80,135,130,70,290,1
Sandygast,Ghost,55,55,80,15,205,Metang,Steel,60,75,100,50,175,1
Palossand,Ghost,85,75,110,35,305,Perrserker,Steel,70,110,100,50,255,1
Pyukumuku,Water,55,60,130,5,250,Registeel,Steel,80,75,150,50,295,2
Type: Null,Normal,95,95,95,59,344,Skarmory,Steel,65,80,140,70,307.5,1
Silvally,Normal,95,95,95,95,380,Steelix,Steel,75,85,200,30,342.5,1
Minior Meteor Form,Rock,60,60,100,60,280,Aegislash Blade Forme,Steel,60,150,50,60,290,2
Minior Core Form,Rock,60,100,60,120,340,Aegislash Shield Forme,Steel,60,50,150,60,270,1
Komala,Normal,65,115,65,65,310,Aggron,Steel,70,110,180,50,381.25,2
Turtonator,Fire,60,78,135,36,309,Aron,Steel,50,70,100,30,172,1
Togedemaru,Electric,65,98,63,96,322,Beldum,Steel,40,55,80,30,107,1
Mimikyu,Ghost,55,90,80,96,321,Bronzong,Steel,67,89,116,33,125,1
Bruxish,Water,68,105,70,92,335,Bronzor,Steel,57,24,86,23,85,1
Drampa,Normal,78,60,85,36,259,Celesteela,Steel,97,101,103,61,332,2
Dhelmise,Ghost,70,131,100,40,341,Cobalion,Steel,91,90,129,108,287,1
Jangmo-o,Dragon,45,55,65,45,210,Copperajah,Steel,122,130,69,30,323.5,2
Hakamo-o,Dragon,55,75,90,65,285,Cufant,Steel,72,80,49,40,203.5,1
Kommo-o,Dragon,75,110,125,85,395,Dialga,Steel,100,120,120,90,320,1
Tapu Koko,Electric,70,115,85,130,400,Doublade,Steel,59,110,150,35,239,1
Tapu Lele,Psychic,70,85,75,95,325,Duraludon,Steel,70,95,115,85,322.5,1
Tapu Bulu,Grass,70,130,115,75,390,Galarian Meowth,Steel,50,65,55,40,145,1
Tapu Fini,Water,70,75,115,85,345,Honedge,Steel,45,80,100,28,178,1
Cosmog,Psychic,43,29,31,37,140,Jirachi,Steel,100,100,100,100,392.75,2
Cosmoem,Psychic,43,29,131,37,240,Klang,Steel,60,80,95,50,270.5,2
Solgaleo,Psychic,137,137,107,97,478,Klefki,Steel,57,80,91,75,234.5,1
Lunala,Psychic,137,113,89,97,436,Klink,Steel,40,55,70,30,138.5,1
Nihilego,Rock,109,53,47,103,312,Klinklang,Steel,60,100,115,90,338.5,2
Buzzwole,Bug,107,139,139,79,464,Lairon,Steel,60,90,140,40,260.5,1
Pheromosa,Bug,71,137,37,151,396,Magearna,Steel,80,95,115,65,320.75,1
Xurkitree,Electric,83,89,71,83,326,Mawile,Steel,50,85,85,50,181,1
Celesteela,Steel,97,101,103,61,362,Mega Aggron,Steel,70,140,230,50,439.5,2
Kartana,Grass,59,181,131,109,480,Mega Mawile,Steel,50,105,125,50,239.5,1
Guzzlord,Dark,223,101,53,43,420,Mega Metagross,Steel,80,145,150,110,283,1
Necrozma,Psychic,97,107,101,79,384,Mega Steelix,Steel,75,125,230,30,406.5,2
Dusk Mane Necrozma,Psychic,97,157,127,77,458,Melmetal,Steel,135,143,143,34,376.5,1
Dawn Wings Necrozma,Psychic,97,113,109,77,396,Meltan,Steel,46,65,65,34,153.5,1
Ultra Necrozma,Psychic,97,167,97,129,490,Metagross,Steel,80,135,130,70,373.25,1
Magearna,Steel,80,95,115,65,355,Metang,Steel,60,75,100,50,237.5,1
Marshadow,Fighting,90,125,80,125,420,Perrserker,Steel,70,110,100,50,267.5,1
Poipole,Poison,67,73,67,73,280,Registeel,Steel,80,75,150,50,355,2
Naganadel,Poison,73,73,73,121,340,Skarmory,Steel,65,80,140,70,355,2
Stakataka,Rock,61,131,211,13,416,Steelix,Steel,75,85,200,30,357.25,1
Blacephalon,Fire,53,127,53,107,340,Aegislash Blade Forme,Steel,60,150,50,60,66,1
Zeraora,Electric,88,112,75,143,418,Aegislash Shield Forme,Steel,60,50,150,60,208,1
Meltan,Steel,46,65,65,34,210,Aggron,Steel,70,110,180,50,345,2
Melmetal,Steel,135,143,143,34,455,Aron,Steel,50,70,100,30,107,1
Grookey,Grass,50,65,50,65,230,Beldum,Steel,40,55,80,30,172.5,1
Thwackey,Grass,70,85,70,80,305,Bronzong,Steel,67,89,116,33,262.5,1
Rillaboom,Grass,100,125,90,85,400,Bronzor,Steel,57,24,86,23,127.5,1
Scorbunny,Fire,50,71,40,69,230,Celesteela,Steel,97,101,103,61,220,1
Raboot,Fire,65,86,60,94,305,Cobalion,Steel,91,90,129,108,246,1
Cinderace,Fire,80,116,75,119,390,Copperajah,Steel,122,130,69,30,119,1
Sobble,Water,50,40,40,70,200,Cufant,Steel,72,80,49,40,201,2
Drizzile,Water,65,60,55,90,270,Dialga,Steel,100,120,120,90,400,2
Inteleon,Water,70,85,65,120,340,Doublade,Steel,59,110,150,35,269,1
Skwovet,Normal,70,55,55,25,205,Duraludon,Steel,70,95,115,85,337.5,2
Greedent,Normal,120,95,95,20,330,Galarian Meowth,Steel,50,65,55,40,162.5,1
Rookidee,Flying,38,47,35,57,177,Honedge,Steel,45,80,100,28,229.5,2
Corvisquire,Flying,68,67,55,77,267,Jirachi,Steel,100,100,100,100,366.5,2
Corviknight,Flying,98,87,105,67,357,Klang,Steel,60,80,95,50,241.5,1
Blipbug,Bug,25,20,20,45,110,Klefki,Steel,57,80,91,75,298,2
Dottler,Bug,50,35,80,30,195,Klink,Steel,40,55,70,30,177.5,1
Orbeetle,Bug,60,45,110,90,305,Klinklang,Steel,60,100,115,90,342.5,2
Nickit,Dark,40,28,28,50,146,Lairon,Steel,60,90,140,40,302,2
Thievul,Dark,70,58,58,90,276,Magearna,Steel,80,95,115,65,326,2
Gossifleur,Grass,40,40,60,10,150,Mawile,Steel,50,85,85,50,250,2
Eldegoss,Grass,60,50,90,60,260,Mega Aggron,Steel,70,140,230,50,465,2
Wooloo,Normal,42,40,55,48,185,Mega Mawile,Steel,50,105,125,50,310,2
Dubwool,Normal,72,80,100,88,340,Mega Metagross,Steel,80,145,150,110,445,2
Chewtle,Water,50,64,50,44,208,Mega Steelix,Steel,75,125,230,30,332,2
Drednaw,Water,90,115,90,74,369,Melmetal,Steel,135,143,143,34,340,1
Yamper,Electric,59,45,50,26,180,Meltan,Steel,46,65,65,34,165,1
Boltund,Electric,69,90,60,121,340,Metagross,Steel,80,135,130,70,325,1
Rolycoly,Rock,30,40,50,30,150,Metang,Steel,60,75,100,50,265,2
Carkol,Rock,80,60,90,50,280,Perrserker,Steel,70,110,100,50,300,2
Coalossal,Rock,110,80,120,30,340,Registeel,Steel,80,75,150,50,315,1
Applin,Grass,40,40,80,20,180,Skarmory,Steel,65,80,140,70,345,2
Flapple,Grass,70,110,80,70,330,Steelix,Steel,75,85,200,30,280,1
Appletun,Grass,110,85,80,30,305,Aegislash Blade Forme,Steel,60,150,50,60,277.5,1
Silicobra,Ground,52,57,75,46,230,Aegislash Shield Forme,Steel,60,50,150,60,206,1
Sandaconda,Ground,72,107,125,71,375,Aggron,Steel,70,110,180,50,-18,1
Cramorant,Flying,70,85,55,85,295,Aron,Steel,50,70,100,30,228.75,1
Arrokuda,Water,41,63,40,66,210,Beldum,Steel,40,55,80,30,142,1
Barraskewda,Water,61,123,60,136,380,Bronzong,Steel,67,89,116,33,182,1
Toxel,Electric,40,38,35,40,153,Bronzor,Steel,57,24,86,23,152,1
Toxtricity Low Key Form,Electric,75,98,70,75,318,Celesteela,Steel,97,101,103,61,166,1
Toxtricity Amped Form,Electric,75,98,70,75,318,Cobalion,Steel,91,90,129,108,320,2
Sizzlipede,Fire,50,65,45,45,205,Copperajah,Steel,122,130,69,30,221,2
Centiskorch,Fire,100,115,65,65,345,Cufant,Steel,72,80,49,40,11,1
Clobbopus,Fighting,50,68,60,32,210,Dialga,Steel,100,120,120,90,362,2
Grapploct,Fighting,80,118,90,42,330,Doublade,Steel,59,110,150,35,295,1
Sinistea,Ghost,40,45,45,50,180,Duraludon,Steel,70,95,115,85,320,2
Polteageist,Ghost,60,65,65,70,260,Galarian Meowth,Steel,50,65,55,40,145,1
Hatenna,Psychic,42,30,45,39,156,Honedge,Steel,45,80,100,28,238,2
Hattrem,Psychic,57,40,65,49,211,Jirachi,Steel,100,100,100,100,390,2
Hatterene,Psychic,57,90,95,29,271,Klang,Steel,60,80,95,50,240,1
Impidimp,Dark,45,45,30,50,170,Klefki,Steel,57,80,91,75,280.5,2
Morgrem,Dark,65,60,45,70,240,Klink,Steel,40,55,70,30,135,1
Grimmsnarl,Dark,95,120,65,60,340,Klinklang,Steel,60,100,115,90,245,1
Obstagoon,Dark,93,90,101,95,379,Lairon,Steel,60,90,140,40,240,1
Perrserker,Steel,70,110,100,50,330,Magearna,Steel,80,95,115,65,245,1
Cursola,Ghost,60,95,50,30,235,Mawile,Steel,50,85,85,50,175,1
Sirfetch'd,Fighting,62,135,95,65,357,Mega Aggron,Steel,70,140,230,50,422.5,2
Mr. Rime,Psychic,80,85,75,70,310,Mega Mawile,Steel,50,105,125,50,287.5,1
Runerigus,Ground,58,95,145,30,328,Mega Metagross,Steel,80,145,150,110,295,1
Milcery,Fairy,45,40,40,34,159,Mega Steelix,Steel,75,125,230,30,440,2
Alcremie,Fairy,65,60,75,64,264,Melmetal,Steel,135,143,143,34,425,2
Falinks,Fighting,65,100,100,75,340,Meltan,Steel,46,65,65,34,160,1
Pincurchin,Electric,48,101,95,15,259,Metagross,Steel,80,135,130,70,314,2
Snom,Ice,30,25,35,20,110,Metang,Steel,60,75,100,50,272.5,2
Frosmoth,Ice,70,65,60,65,260,Perrserker,Steel,70,110,100,50,297.5,2
Stonjourner,Rock,100,125,135,70,430,Registeel,Steel,80,75,150,50,292.5,1
Eiscue Ice Face,Ice,75,80,110,50,315,Skarmory,Steel,65,80,140,70,275,1
Eiscue Noice Face,Ice,75,80,70,130,355,Steelix,Steel,75,85,200,30,310,1
Indeedee Male,Psychic,60,65,55,95,275,Aegislash Blade Forme,Steel,60,150,50,60,287.5,2
Indeedee Female,Psychic,70,55,65,85,275,Aegislash Shield Forme,Steel,60,50,150,60,292.5,2
Morpeko Full Belly Mode,Electric,58,95,58,97,308,Aggron,Steel,70,110,180,50,315,2
Morpeko Hangry Mode,Electric,58,95,58,97,308,Aron,Steel,50,70,100,30,155,1
Cufant,Steel,72,80,49,40,241,Beldum,Steel,40,55,80,30,165,1
Copperajah,Steel,122,130,69,30,351,Bronzong,Steel,67,89,116,33,240,1
Dracozolt,Electric,90,100,90,75,355,Bronzor,Steel,57,24,86,23,90,1
Arctozolt,Electric,90,100,90,55,335,Celesteela,Steel,97,101,103,61,162,1
Dracovish,Water,90,90,100,75,355,Cobalion,Steel,91,90,129,108,328,1
Arctovish,Water,90,90,100,55,335,Copperajah,Steel,122,130,69,30,261,1
Duraludon,Steel,70,95,115,85,365,Cufant,Steel,72,80,49,40,193.5,1
Dreepy,Dragon,28,60,30,82,200,Dialga,Steel,100,120,120,90,370,2
Drakloak,Dragon,68,80,50,102,300,Doublade,Steel,59,110,150,35,314,2
Dragapult,Dragon,88,120,75,142,425,Duraludon,Steel,70,95,115,85,245,1
Zacian Crowned Sword,Fairy,92,170,115,148,525,Galarian Meowth,Steel,50,65,55,40,125,1
Zacian Hero of Many Battles,Fairy,92,130,115,138,475,Honedge,Steel,45,80,100,28,188,1
Zamazenta Crowned Shield,Fighting,92,130,145,128,495,Jirachi,Steel,100,100,100,100,335,1
Zamazenta Hero of Many Battles,Fighting,92,130,115,138,475,Klang,Steel,60,80,95,50,220,1
Eternatus,Poison,140,85,95,130,450,Klefki,Steel,57,80,91,75,303,1
Eternatus Eternamax,Poison,255,115,250,130,750,Klink,Steel,40,55,70,30,195,1
Bulbasaur,Grass,45,49,49,45,188,Alomomola,Water,165,75,80,65,287,2
Ivysaur,Grass,60,62,63,60,245,Araquanid,Water,68,70,92,42,210,1
Venusaur,Grass,80,82,83,80,325,Arctovish,Water,90,90,100,55,171,1
Mega Venusaur,Grass,80,100,123,80,383,Arrokuda,Water,41,63,40,66,10,1
Charmander,Fire,39,52,43,65,199,Ash-Greninja,Water,72,145,67,132,390,2
Charmeleon,Fire,58,64,58,80,260,Azumarill,Water,100,50,80,50,264,2
Charizard,Fire,78,84,78,100,340,Barboach,Water,50,48,43,60,159,1
Mega Charizard X,Fire,78,130,111,100,419,Barraskewda,Water,61,123,60,136,315,1
Mega Charizard Y,Fire,78,104,78,100,360,Basculin Blue-Striped Form,Water,70,92,65,98,273,1
Squirtle,Water,44,48,65,43,200,Basculin Red-Striped Form,Water,70,92,65,98,301,2
Wartortle,Water,59,63,80,58,260,Blastoise,Water,79,83,100,78,308.5,2
Blastoise,Water,79,83,100,78,340,Brionne,Water,60,69,69,50,206.5,1
Mega Blastoise,Water,79,103,120,78,380,Bruxish,Water,68,105,70,92,283.5,1
Caterpie,Bug,45,30,35,45,155,Buizel,Water,55,65,35,85,210,2
Metapod,Bug,50,20,55,30,155,Carracosta,Water,74,108,133,32,327,2
Butterfree,Bug,60,45,50,70,225,Carvanha,Water,45,90,20,65,130,1
Weedle,Bug,40,35,30,50,155,Castform Rainy Form,Water,70,70,70,70,245,2
Kakuna,Bug,45,25,50,35,155,Chewtle,Water,50,64,50,44,183,2
Beedrill,Bug,65,90,40,75,270,Chinchou,Water,75,38,38,67,128,1
Mega Beedrill,Bug,65,150,40,145,400,Clamperl,Water,35,64,85,32,66,1
Pidgey,Normal,40,45,40,56,181,Clauncher,Water,50,53,62,44,164,1
Pidgeotto,Normal,63,60,55,71,249,Clawitzer,Water,71,73,88,59,231,1
Pidgeot,Normal,83,80,75,101,339,Cloyster,Water,50,95,180,70,315,1
Mega Pidgeot,Normal,83,80,80,121,364,Corphish,Water,43,80,65,35,143,1
Rattata,Normal,30,56,35,72,193,Corsola,Water,65,55,95,35,222,2
Alolan Rattata,Dark,30,56,35,72,193,Crawdaunt,Water,63,120,85,55,295,2
Raticate,Normal,55,81,60,97,293,Croconaw,Water,65,80,80,58,202,1
Alolan Raticate,Dark,75,71,70,77,293,Dewgong,Water,90,70,80,70,239,1
Spearow,Normal,40,60,30,70,200,Dewott,Water,75,75,60,60,210,2
Fearow,Normal,65,90,65,100,320,Dewpider,Water,38,40,52,27,67,1
Ekans,Poison,35,60,44,55,194,Dracovish,Water,90,90,100,75,295,2
Arbok,Poison,60,95,69,80,304,Drednaw,Water,90,115,90,74,321.5,2
Pikachu,Electric,35,55,40,90,220,Drizzile,Water,65,60,55,90,160,1
Partner Pikachu,Electric,45,80,50,120,295,Ducklett,Water,62,44,50,55,-109,1
Raichu,Electric,60,90,55,110,315,Empoleon,Water,84,86,88,60,138,1
Alolan Raichu,Electric,60,85,50,110,305,Feebas,Water,20,15,20,80,-35,1
Sandshrew,Ground,50,75,85,40,250,Feraligatr,Water,85,105,100,78,293,2
Alolan Sandshrew,Ice,50,75,90,40,255,Finneon,Water,49,49,56,66,182.5,1
Sandslash,Ground,75,100,110,65,350,Floatzel,Water,85,105,55,115,260,1
Alolan Sandslash,Ice,75,100,120,65,360,Frillish,Water,55,40,50,40,135,1
Nidoranâ™€,Poison,55,47,52,41,195,Froakie,Water,41,56,40,71,161,1
Nidorina,Poison,70,62,67,56,255,Frogadier,Water,54,63,52,97,204,1
Nidoqueen,Poison,90,92,87,76,345,Gastrodon,Water,111,83,68,39,255,1
Nidoranâ™‚,Poison,46,57,40,50,193,Goldeen,Water,45,67,60,63,178,1
Nidorino,Poison,61,72,57,65,255,Golduck,Water,80,82,78,85,253,1
Nidoking,Poison,81,102,77,85,345,Gorebyss,Water,55,84,105,52,194,1
Clefairy,Fairy,70,45,48,35,198,Greninja,Water,72,95,67,122,266,2
Clefable,Fairy,95,70,73,60,298,Gyarados,Water,95,125,79,81,310,2
Vulpix,Fire,38,41,40,65,184,Horsea,Water,30,40,70,60,179.5,1
Alolan Vulpix,Ice,38,41,40,65,184,Huntail,Water,55,104,105,52,295.5,2
Ninetales,Fire,73,76,75,100,324,Inteleon,Water,70,85,65,120,302,1
Alolan Ninetales,Ice,73,67,75,109,324,Jellicent,Water,100,60,70,60,256.5,1
Jigglypuff,Normal,115,45,20,20,200,Keldeo Ordinary Forme,Water,91,72,90,108,316,2
Wigglytuff,Normal,140,70,45,45,300,Keldeo Resolute Forme,Water,91,72,90,108,291,1
Zubat,Poison,40,45,35,55,175,Kingdra,Water,75,95,95,85,305,2
Golbat,Poison,75,80,70,90,315,Kingler,Water,55,130,115,75,295,1
Oddish,Grass,45,50,55,30,180,Krabby,Water,30,105,90,50,175,1
Gloom,Grass,60,65,70,40,235,Kyogre,Water,100,100,90,90,250,2
Vileplume,Grass,75,80,85,50,290,Lanturn,Water,125,58,58,67,148,1
Paras,Bug,35,70,55,25,185,Lapras,Water,130,85,80,60,285,2
Parasect,Bug,60,95,80,30,265,Lombre,Water,60,50,50,50,20,1
Venonat,Bug,60,55,50,45,210,Lotad,Water,40,30,30,30,20,1
Venomoth,Bug,70,65,60,90,285,Ludicolo,Water,80,70,70,70,160,1
Diglett,Ground,10,55,25,95,185,Lumineon,Water,69,69,76,91,250,2
Alolan Diglett,Ground,10,55,30,90,185,Luvdisc,Water,43,30,55,97,170,1
Dugtrio,Ground,35,100,50,120,305,Magikarp,Water,20,10,55,80,65,1
Alolan Dugtrio,Ground,35,100,60,110,305,Manaphy,Water,100,100,100,100,300,1
Meowth,Normal,40,45,35,90,210,Mantine,Water,85,40,70,70,220,2
Alolan Meowth,Dark,40,35,35,90,200,Mantyke,Water,45,20,50,50,130,1
Galarian Meowth,Steel,50,65,55,40,210,Marill,Water,70,20,50,40,115,1
Persian,Normal,65,70,60,115,310,Marshtomp,Water,70,85,70,50,205,1
Alolan Persian,Dark,65,60,60,115,300,Mega Blastoise,Water,79,103,120,78,320,2
Psyduck,Water,50,52,48,55,205,Mega Gyarados,Water,95,155,109,81,414,2
Golduck,Water,80,82,78,85,325,Mega Sharpedo,Water,70,140,70,105,344,2
Mankey,Fighting,40,80,35,70,225,Mega Slowbro,Water,95,75,180,30,300,2
Primeape,Fighting,65,105,60,95,325,Mega Swampert,Water,100,150,110,70,325,2
Growlithe,Fire,55,70,45,60,230,Milotic,Water,95,60,79,81,280,2
Arcanine,Fire,90,110,80,95,375,Mudkip,Water,50,70,50,40,155,1
Poliwag,Water,40,50,40,90,220,Octillery,Water,75,105,75,45,275,2
Poliwhirl,Water,65,65,65,90,285,Oshawott,Water,55,55,45,45,167.5,1
Poliwrath,Water,90,95,95,70,350,Palkia,Water,90,120,100,100,386.25,2
Abra,Psychic,25,20,15,90,150,Palpitoad,Water,75,65,55,69,244,2
Kadabra,Psychic,40,35,30,105,210,Panpour,Water,50,53,48,64,180,1
Alakazam,Psychic,55,50,45,120,270,Pelipper,Water,60,50,100,65,225,1
Mega Alakazam,Psychic,55,50,65,150,320,Phione,Water,80,80,80,80,270,1
Machop,Fighting,70,80,50,35,235,Piplup,Water,53,51,53,40,117,1
Machoke,Fighting,80,100,70,45,295,Politoed,Water,90,75,75,70,210,1
Machamp,Fighting,90,130,80,55,355,Poliwag,Water,40,50,40,90,90,1
Bellsprout,Grass,50,75,35,40,200,Poliwhirl,Water,65,65,65,90,135,1
Weepinbell,Grass,65,90,50,55,260,Poliwrath,Water,90,95,95,70,170,1
Victreebel,Grass,80,105,65,70,320,Popplio,Water,50,54,54,40,-12,1
Tentacool,Water,40,40,35,70,185,Primal Kyogre,Water,100,150,90,90,410,2
Tentacruel,Water,80,70,65,100,315,Primarina,Water,80,74,74,60,253,1
Geodude,Rock,40,80,100,20,240,Prinplup,Water,64,66,68,50,168,1
Alolan Geodude,Rock,40,80,100,20,240,Psyduck,Water,50,52,48,55,125,1
Graveler,Rock,55,95,115,35,300,Pyukumuku,Water,55,60,130,5,155,1
Alolan Graveler,Rock,55,95,115,35,300,Quagsire,Water,95,85,85,35,252.5,1
Golem,Rock,80,120,130,45,375,Qwilfish,Water,65,95,85,85,210,1
Alolan Golem,Rock,80,120,130,45,375,Relicanth,Water,100,90,130,55,255,1
Ponyta,Fire,50,85,55,90,280,Remoraid,Water,35,65,35,65,157.5,1
Galarian Ponyta,Psychic,50,85,55,90,280,Samurott,Water,95,100,85,70,265,1
Rapidash,Fire,65,100,70,105,340,Seadra,Water,55,65,95,85,250,1
Galarian Rapidash,Psychic,65,100,70,105,340,Seaking,Water,80,92,65,68,205,1
Slowpoke,Water,90,65,65,15,235,Seel,Water,65,45,55,45,177.5,1
Slowbro,Water,95,75,110,30,310,Seismitoad,Water,105,95,75,74,274,1
Mega Slowbro,Water,95,75,180,30,380,Sharpedo,Water,70,120,40,95,287.5,1
Magnemite,Electric,25,35,70,45,175,Shellder,Water,30,65,100,40,165,1
Magneton,Electric,50,60,95,70,275,Shellos,Water,76,48,48,34,86,1
Farfetch'd,Normal,52,90,55,60,257,Simipour,Water,75,98,63,101,247,1
Galarian Farfetch'd,Fighting,52,95,55,55,257,Slowbro,Water,95,75,110,30,215,1
Doduo,Normal,35,85,45,75,240,Slowking,Water,95,75,80,30,195,1
Dodrio,Normal,60,110,70,110,350,Slowpoke,Water,90,65,65,15,125,1
Seel,Water,65,45,55,45,210,Sobble,Water,50,40,40,70,177.5,1
Dewgong,Water,90,70,80,70,310,Squirtle,Water,44,48,65,43,165,1
Grimer,Poison,80,80,50,25,235,Starmie,Water,60,75,85,115,255,2
Alolan Grimer,Poison,80,80,50,25,235,Staryu,Water,30,45,55,85,135,1
Muk,Poison,105,105,75,50,335,Suicune,Water,100,75,115,85,270,1
Alolan Muk,Poison,105,105,75,50,335,Swampert,Water,100,110,90,60,307.5,1
Shellder,Water,30,65,100,40,235,Swanna,Water,75,87,63,98,290.5,2
Cloyster,Water,50,95,180,70,395,Tapu Fini,Water,70,75,115,85,297.5,1
Gastly,Ghost,30,35,30,80,175,Tentacool,Water,40,40,35,70,150,1
Haunter,Ghost,45,50,45,95,235,Tentacruel,Water,80,70,65,100,265,2
Gengar,Ghost,60,65,60,110,295,Tirtouga,Water,54,78,103,22,192,1
Mega Gengar,Ghost,60,65,80,130,335,Totodile,Water,50,65,64,43,157,1
Onix,Rock,35,45,160,70,310,Tympole,Water,50,50,40,64,159,1
Drowzee,Psychic,60,48,45,42,195,Vaporeon,Water,130,65,60,65,272,2
Hypno,Psychic,85,73,70,67,295,Wailmer,Water,130,70,35,60,222,1
Krabby,Water,30,105,90,50,275,Wailord,Water,170,90,45,60,312.5,2
Kingler,Water,55,130,115,75,375,Wartortle,Water,59,63,80,58,195,1
Voltorb,Electric,40,30,50,100,220,Whiscash,Water,110,78,73,60,321,2
Electrode,Electric,60,50,70,150,330,Wingull,Water,40,30,30,85,-15,1
Exeggcute,Grass,60,40,80,40,220,Wishiwashi School Form,Water,45,140,130,30,265,2
Exeggutor,Grass,95,95,85,55,330,Wishiwashi Solo Form,Water,45,20,20,40,-65,1
Alolan Exeggutor,Grass,95,105,85,45,330,Wooper,Water,55,45,45,15,-260,1
Cubone,Ground,50,50,95,35,230,Alomomola,Water,165,75,80,65,335,2
Marowak,Ground,60,80,110,45,295,Araquanid,Water,68,70,92,42,232,1
Alolan Marowak,Fire,60,80,110,45,295,Arctovish,Water,90,90,100,55,255,1
Hitmonlee,Fighting,50,120,53,87,310,Arrokuda,Water,41,63,40,66,90,1
Hitmonchan,Fighting,50,105,79,76,310,Ash-Greninja,Water,72,145,67,132,206,1
Lickitung,Normal,90,55,75,30,250,Azumarill,Water,100,50,80,50,225,1
Koffing,Poison,40,65,95,35,235,Barboach,Water,50,48,43,60,168.5,1
Weezing,Poison,65,90,120,60,335,Barraskewda,Water,61,123,60,136,290,1
Galarian Weezing,Poison,65,90,120,60,335,Basculin Blue-Striped Form,Water,70,92,65,98,235,1
Rhyhorn,Ground,80,85,95,25,285,Basculin Red-Striped Form,Water,70,92,65,98,240,1
Rhydon,Ground,105,130,120,40,395,Blastoise,Water,79,83,100,78,210,1
Chansey,Normal,250,5,5,50,310,Brionne,Water,60,69,69,50,243,1
Tangela,Grass,65,55,115,60,295,Bruxish,Water,68,105,70,92,225,1
Kangaskhan,Normal,105,95,80,90,370,Buizel,Water,55,65,35,85,145,1
Mega Kangaskhan,Normal,105,125,100,100,430,Carracosta,Water,74,108,133,32,284.5,1
Horsea,Water,30,40,70,60,200,Carvanha,Water,45,90,20,65,200,2
Seadra,Water,55,65,95,85,300,Castform Rainy Form,Water,70,70,70,70,247.5,1
Goldeen,Water,45,67,60,63,235,Chewtle,Water,50,64,50,44,174.5,1
Seaking,Water,80,92,65,68,305,Chinchou,Water,75,38,38,67,172,1
Staryu,Water,30,45,55,85,215,Clamperl,Water,35,64,85,32,193.5,1
Starmie,Water,60,75,85,115,335,Clauncher,Water,50,53,62,44,171.5,1
Mr. Mime,Psychic,40,45,65,90,240,Clawitzer,Water,71,73,88,59,246,2
Galarian Mr. Mime,Psychic,50,65,65,100,280,Cloyster,Water,50,95,180,70,330,2
Scyther,Bug,70,110,80,105,365,Corphish,Water,43,80,65,35,113,1
Jynx,Ice,65,50,35,95,245,Corsola,Water,65,55,95,35,225,1
Electabuzz,Electric,65,83,57,105,310,Crawdaunt,Water,63,120,85,55,157,1
Magmar,Fire,65,95,57,93,310,Croconaw,Water,65,80,80,58,235.5,1
Pinsir,Bug,65,125,100,85,375,Dewgong,Water,90,70,80,70,185,1
Mega Pinsir,Bug,65,155,120,105,445,Dewott,Water,75,75,60,60,115,1
Tauros,Normal,75,100,95,110,380,Dewpider,Water,38,40,52,27,57,1
Magikarp,Water,20,10,55,80,165,Dracovish,Water,90,90,100,75,355,2
Gyarados,Water,95,125,79,81,380,Drednaw,Water,90,115,90,74,244,1
Mega Gyarados,Water,95,155,109,81,440,Drizzile,Water,65,60,55,90,192.5,1
Lapras,Water,130,85,80,60,355,Ducklett,Water,62,44,50,55,168.5,1
Ditto,Normal,48,48,48,48,192,Empoleon,Water,84,86,88,60,294,2
Eevee,Normal,55,55,50,55,215,Feebas,Water,20,15,20,80,80,1
Partner Eevee,Normal,65,75,70,75,285,Feraligatr,Water,85,105,100,78,293,2
Vaporeon,Water,130,65,60,65,320,Finneon,Water,49,49,56,66,187.5,1
Jolteon,Electric,65,65,60,130,320,Floatzel,Water,85,105,55,115,230,1
Flareon,Fire,65,130,60,65,320,Frillish,Water,55,40,50,40,120,1
Porygon,Normal,65,60,70,40,235,Froakie,Water,41,56,40,71,148,1
Omanyte,Rock,35,40,100,35,210,Frogadier,Water,54,63,52,97,226,2
Omastar,Rock,70,60,125,55,310,Gastrodon,Water,111,83,68,39,271,1
Kabuto,Rock,30,80,90,55,255,Goldeen,Water,45,67,60,63,155,1
Kabutops,Rock,60,115,105,80,360,Golduck,Water,80,82,78,85,210,1
